Alim_T_out_exp,Alim_T_out_phy,Alim_T_out_hrnn_oof,Ref_T_out_exp,Ref_T_out_phy,Ref_T_out_hrnn_oof,Flux_exp,Flux_phy,Flux_hrnn_oof
33.9478,35.15837439,33.64166259765625,65.196,64.82572072,65.48494720458984,0.827,1.165312486,0.8470404148101807
33.9711,35.127111,33.62084197998047,65.2201,64.79755351,65.56121826171875,0.827,1.158073045,0.8287917375564575
33.2443,34.16555244,33.22095489501953,56.2766,55.86081083,54.943275451660156,0.5391,0.8013071598,0.6455774307250977
33.228,34.17788529,33.239532470703125,56.2494,55.84049604,54.91985321044922,0.5209,0.796094392,0.6367798447608948
33.2018,34.12746187,33.18193817138672,56.2442,55.81619082,54.89484786987305,0.5069,0.7900657525,0.6194918155670166
37.5831,39.11249365,37.918209075927734,63.5963,62.82419786,63.10001754760742,0.9931,1.350731185,1.2807867527008057
37.5394,39.0324795,37.817264556884766,63.6099,62.79459138,63.06435775756836,0.9818,1.358056755,1.29002046585083
37.3633,38.89391997,37.661399841308594,63.6019,62.7766719,63.11308670043945,0.9931,1.364281543,1.2848238945007324
35.5669,36.85636771,35.86091995239258,54.9426,54.11654856,55.108238220214844,0.6165,0.89298291,0.875866174697876
35.6097,36.88269657,35.89134979248047,54.9271,54.11110937,55.09696960449219,0.6043,0.8907980796,0.8747864961624146
35.5364,36.80998816,35.82225799560547,54.9107,54.10277279,55.106964111328125,0.6161,0.8913274252,0.8659628629684448
33.7448,34.72839547,33.9049072265625,55.6811,55.30373993,54.85411071777344,0.3043,0.5969295401,0.5216043591499329
33.7117,34.69399984,33.869834899902344,55.6815,55.29343884,54.85862731933594,0.3368,0.596336028,0.5155474543571472
33.6984,34.71035723,33.866973876953125,55.6824,55.30828866,54.843048095703125,0.3479,0.6013727568,0.5305950045585632
34.5407,35.77891646,34.62568664550781,64.5478,64.17597708,64.57965087890625,0.5752,0.9376285968,0.7339321970939636
34.5616,35.8162868,34.65917205810547,64.5647,64.20167589,64.53374481201172,0.5748,0.9440042366,0.749399721622467
34.5906,35.73138068,34.55426025390625,64.7795,64.18007736,64.5250244140625,0.5752,0.9468948069,0.7505142092704773
33.3275,34.95169809,33.59462356567383,59.8693,58.95782402,60.422725677490234,0.8425,1.080464988,0.816051185131073
33.2554,34.87570842,33.4847297668457,59.9096,58.98029511,60.43596649169922,0.857,1.098256278,0.8463493585586548
33.3336,34.97589105,33.582698822021484,59.9152,59.02769256,60.42108154296875,0.841,1.103748741,0.8675169944763184
32.495,33.68129926,32.01108169555664,64.4164,63.72719251,64.7596206665039,0.5929,0.9682123737,0.647466242313385
32.6122,33.76767095,32.09797668457031,64.4335,63.77126812,64.64928436279297,0.5899,0.9870435158,0.7014358043670654
32.5147,33.66390265,31.96959686279297,64.4553,63.78002094,64.67240905761719,0.6125,0.9921492501,0.704765796661377
32.6922,34.19069326,32.8641242980957,54.3555,53.32032468,54.78479766845703,0.6373,0.9646561794,0.7888714075088501
32.636,34.15276994,32.81764221191406,54.323,53.30238914,54.77155303955078,0.655,0.9664773492,0.7902301549911499
32.6858,34.17587983,32.85007858276367,54.3223,53.30246825,54.77015686035156,0.6456,0.9635415711,0.7860877513885498
35.8754,37.50480347,36.10723114013672,63.2214,62.37538457,63.23283767700195,0.9921,1.424994287,1.2578767538070679
36.0245,37.59554603,36.20670700073242,63.2724,62.43000382,63.255821228027344,1.0037,1.422009067,1.258454442024231
35.9296,37.56395005,36.18071365356445,63.2705,62.40948287,63.286033630371094,0.9717,1.418125768,1.2477879524230957
32.8717,34.67306786,32.69981002807617,64.1361,62.86251796,64.50080871582031,1.3868,1.855268961,1.6280850172042847
33.0437,34.76170336,32.79750061035156,64.1739,62.86614707,64.59140014648438,1.3473,1.841443292,1.599778175354004
32.7292,34.46099956,32.46954345703125,64.1209,62.83929474,64.36610412597656,1.4075,1.878127714,1.668759822845459
31.1476,32.0880959,30.824018478393555,56.2171,55.46456333,54.85043716430664,0.536,0.8519401182,0.5847967863082886
31.0474,31.99389011,30.718456268310547,56.2084,55.43962243,54.81676483154297,0.5297,0.8503583459,0.5754819512367249
31.1745,32.11984398,30.857107162475586,56.2181,55.45706278,54.855674743652344,0.5152,0.8417418575,0.5615313649177551
31.7819,32.95274804,31.006345748901367,65.3306,64.5177309,65.52925872802734,0.8418,1.259225169,0.9489829540252686
31.6988,32.92794421,30.99018669128418,65.3195,64.51588776,65.550048828125,0.827,1.25255532,0.9281313419342041
